rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license
4.0,no,comter,2 (stereo),2013-06-11,Not specified,15,XC145979.mp3,Not specified,Common Tern,Not specified,XC145979 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Komsomolsk-on-Amur, gorod Komsomolsk-na-Amure, Khabarovsk Krai",50.5556,44100 (Hz),call,20 m,,160000 (bps),mp3,Not specified,,145979,https://www.xeno-canto.org/145979,Russian Federation,Sander Bot,Sterna hirundo_Common Tern,137.0438,Not specified,07:30,Sander Bot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.0,no,comter,2 (stereo),2013-08-01,Not specified,66,XC152842.mp3,Not specified,Common Tern,Not specified,XC152842 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Dillingen a.d.Donau (near  Gundelfingen an der Donau), Bavarian Swabia, Bavaria",48.5045,44100 (Hz),"call, flight call",440 m,"Two birds circling over a pond, both calling",128000 (bps),mp3,Not specified,,152842,https://www.xeno-canto.org/152842,Germany,Mary D,Sterna hirundo_Common Tern,10.3143,Not specified,20:00,Mary D,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,comter,1 (mono),2012-04-30,Not specified,38,XC155759.mp3,Not specified,Common Tern,Not specified,XC155759 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Kyzylkol lake, South Kazakhstan province",43.7589,44100 (Hz),flight call,340 m,,128000 (bps),mp3,Not specified,,155759,https://www.xeno-canto.org/155759,Kazakhstan,Arend Wassink,Sterna hirundo_Common Tern,69.4844,Not specified,10:00,Arend Wassink,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,comter,2 (stereo),2013-05-26,Not specified,8,XC162572.mp3,Not specified,Common Tern,Not specified,XC162572 Common Tern (Sterna hirundo),"['Sterna hirundo_Common Tern', 'Upupa epops_Eurasian Hoopoe']",yes,Sterna hirundo, Telmen Nuur,48.7875,44100 (Hz),adverstising,2170 m,,320000 (bps),mp3,Not specified,Common Tern (Sterna hirundo); Eurasian Hoopoe (Upupa epops),162572,https://www.xeno-canto.org/162572,Mongolia,Patrick Franke,Sterna hirundo_Common Tern,97.258333,Not specified,05:58,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
4.5,no,comter,2 (stereo),2013-06-08,Not specified,116,XC162700.mp3,Not specified,Common Tern,Not specified,XC162700 Common Tern (Sterna hirundo),"['Sterna hirundo_Common Tern', 'Phalacrocorax carbo_Great Cormorant']",yes,Sterna hirundo, Ogii Nuur,47.748,44100 (Hz),"call, scolding, series of calls",1340 m,"3 pairs,concerning Milvus linneatus,Larus vegae",320000 (bps),mp3,Not specified,Common Tern (Sterna hirundo); Vega Gull (Larus vegae); Great Cormorant (Phalacrocorax carbo),162700,https://www.xeno-canto.org/162700,Mongolia,Patrick Franke,Sterna hirundo_Common Tern,102.756,Not specified,05:53,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,comter,2 (stereo),2014-06-03,Not specified,33,XC180813.mp3,Not specified,Common Tern,Not specified,XC180813 Common Tern (Sterna hirundo),[],yes,Sterna hirundo, Chablais de Cudrefin,46.98,48000 (Hz),"call, flight call",420 m,,128000 (bps),mp3,Not specified,,180813,https://www.xeno-canto.org/180813,Switzerland,Jerome Fischer,Sterna hirundo_Common Tern,7.038,Not specified,11:00,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-06-03,Not specified,24,XC180820.mp3,Not specified,Common Tern,Not specified,XC180820 Common Tern (Sterna hirundo),[],yes,Sterna hirundo, Chablais de Cudrefin,46.98,48000 (Hz),"call, flight call",420 m,,128000 (bps),mp3,Not specified,,180820,https://www.xeno-canto.org/180820,Switzerland,Jerome Fischer,Sterna hirundo_Common Tern,7.038,Not specified,13:00,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-06-03,Not specified,34,XC180821.mp3,Not specified,Common Tern,Not specified,XC180821 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Chablais de Cudrefin, VD",46.98,48000 (Hz),"call, flight call",420 m,,128000 (bps),mp3,Not specified,,180821,https://www.xeno-canto.org/180821,Switzerland,Jerome Fischer,Sterna hirundo_Common Tern,7.038,Not specified,12:30,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-06-03,Not specified,5,XC180837.mp3,Not specified,Common Tern,Not specified,XC180837 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Chablais de Cudrefin, VD",46.98,48000 (Hz),flight call,420 m,,128000 (bps),mp3,Not specified,,180837,https://www.xeno-canto.org/180837,Switzerland,Jerome Fischer,Sterna hirundo_Common Tern,7.038,Not specified,13:00,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2014-06-08,Not specified,20,XC181436.mp3,Not specified,Common Tern,Not specified,XC181436 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Gmina Nieporęt (near  Zegrze Południowe), Legionowo County, Masovian Voivodeship",52.4597,32000 (Hz),"alarm call, flight call",70 m,Attack on human in diving flight,128000 (bps),mp3,Not specified,,181436,https://www.xeno-canto.org/181436,Poland,Jarek Matusiak,Sterna hirundo_Common Tern,21.0167,>10(s),20:30,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-05-01,Not specified,24,XC182896.mp3,Not specified,Common Tern,Not specified,XC182896 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Zhalagash District, Kyzylorda Province",45.5953,48000 (Hz),flight call,100 m,,224000 (bps),mp3,Not specified,,182896,https://www.xeno-canto.org/182896,Kazakhstan,Albert Lastukhin,Sterna hirundo_Common Tern,64.3647,Not specified,05:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2014-07-01,Not specified,91,XC185491.mp3,Not specified,Common Tern,Not specified,XC185491 Common Tern (Sterna hirundo),"['Acrocephalus schoenobaenus_Sedge Warbler', 'Emberiza schoeniclus_Reed Bunting', 'Chroicocephalus ridibundus_Black-headed Gull']",yes,Sterna hirundo," Siikalahti, Finland",61.565,44100 (Hz),"alarm call, call",70 m,,320000 (bps),mp3,Not specified,Sedge Warbler (Acrocephalus schoenobaenus); Common Reed Bunting (Emberiza schoeniclus); Black-headed Gull (Chroicocephalus ridibundus),185491,https://www.xeno-canto.org/185491,Finland,Stuart Fisher,Sterna hirundo_Common Tern,29.565,Not specified,10:00,Stuart Fisher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-07-27,Not specified,2,XC189376.mp3,Not specified,Common Tern,Not specified,XC189376 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Sarzeau, Morbihan, Brittany",47.4977,44100 (Hz),flight call,0 m,,128000 (bps),mp3,Not specified,,189376,https://www.xeno-canto.org/189376,France,Bernard BOUSQUET,Sterna hirundo_Common Tern,-2.7619,Not specified,13:00,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2014-08-10,Not specified,297,XC190509.mp3,Not specified,Common Tern,Not specified,XC190509 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Novocheboksarsk, gorod Novocheboksarsk, Chuvashia",56.1211,44100 (Hz),call,80 m,,192000 (bps),mp3,Not specified,,190509,https://www.xeno-canto.org/190509,Russian Federation,Albert Lastukhin,Sterna hirundo_Common Tern,47.5042,Not specified,09:00,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2014-06-05,Not specified,121,XC208470.mp3,Not specified,Common Tern,Not specified,XC208470 Common Tern (Sterna hirundo),"['Acrocephalus schoenobaenus_Sedge Warbler', 'Larus canus_Mew Gull', 'Phylloscopus trochilus_Willow Warbler', 'Fulica atra_Eurasian Coot', 'Botaurus stellaris_Great Bittern', 'Cygnus cygnus_Whooper Swan', 'Numenius arquata_Eurasian Curlew', 'Chroicocephalus ridibundus_Black-headed Gull']",yes,Sterna hirundo," Siikalahti, Parikkala, South Karelia",61.5626,44100 (Hz),"call, song",70 m,"Sedge Warbler 0:00, Mew Gull 0:00, Willow Warbler 0:18, Eurasian Coot 0:13, Whooper Swan 0:35, Eurasian Bittern 0:42, Black-headed Gull 0:44, Eurasian Curlew 1:04",160000 (bps),mp3,Not specified,Sedge Warbler (Acrocephalus schoenobaenus); Mew Gull (Larus canus); Willow Warbler (Phylloscopus trochilus); Eurasian Coot (Fulica atra); Eurasian Bittern (Botaurus stellaris); Whooper Swan (Cygnus cygnus); Eurasian Curlew (Numenius arquata); Black-headed Gull (Chroicocephalus ridibundus),208470,https://www.xeno-canto.org/208470,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,29.5669,Not specified,06:05,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2000-06-05,Not specified,30,XC216981.mp3,Not specified,Common Tern,Not specified,XC216981 Common Tern (Sterna hirundo),"['Emberiza citrinella_Yellowhammer', 'Phylloscopus trochilus_Willow Warbler']",yes,Sterna hirundo," Kyläsaari, Meri-Pori",61.5167,44100 (Hz),colony,0 m,,160000 (bps),mp3,Not specified,Yellowhammer (Emberiza citrinella); Willow Warbler (Phylloscopus trochilus),216981,https://www.xeno-canto.org/216981,Finland,Janne Bruun,Sterna hirundo_Common Tern,21.6164,Not specified,05:00,Janne Bruun,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,,comter,2 (stereo),2002-07-17,Not specified,32,XC233480.mp3,Not specified,Common Tern,Not specified,XC233480 Common Tern (Sterna hirundo),[],,Sterna hirundo," Syrjävaara, Kaavi, Northern Savonia",62.868,44100 (Hz),"call, song",120 m,,160000 (bps),mp3,Not specified,,233480,https://www.xeno-canto.org/233480,Finland,Lauri Hallikainen,Sterna hirundo_Common Tern,28.9443,Not specified,05:20,Lauri Hallikainen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2015-04-19,Not specified,13,XC236613.mp3,Not specified,Common Tern,Not specified,XC236613 Common Tern (Sterna hirundo),"['Parus major_Great Tit', 'Emberiza citrinella_Yellowhammer', 'Fringilla coelebs_Common Chaffinch']",yes,Sterna hirundo," Vårnäs, Kirkkonummi, Uusimaa",60.0691,44100 (Hz),flight call,0 m,,160000 (bps),mp3,Not specified,Great Tit (Parus major); Yellowhammer (Emberiza citrinella); Common Chaffinch (Fringilla coelebs),236613,https://www.xeno-canto.org/236613,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,24.4738,Not specified,10:34,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2015-05-14,Not specified,11,XC241841.mp3,Not specified,Common Tern,Not specified,XC241841 Common Tern (Sterna hirundo),['Chroicocephalus ridibundus_Black-headed Gull'],yes,Sterna hirundo," Saltfjärden, Kirkkonummi, Uusimaa",60.09,44100 (Hz),flight call,10 m,Windy,160000 (bps),mp3,Not specified,Black-headed Gull (Chroicocephalus ridibundus),241841,https://www.xeno-canto.org/241841,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,24.4872,Not specified,13:40,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2015-05-24,Not specified,86,XC247903.mp3,Not specified,Common Tern,Not specified,XC247903 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Gruissan, Aude, Languedoc-Roussillon",43.0886,44100 (Hz),"alarm call, flight call",0 m,Colony.,128000 (bps),mp3,Not specified,,247903,https://www.xeno-canto.org/247903,France,Bernard BOUSQUET,Sterna hirundo_Common Tern,3.0846,Not specified,19:30,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2015-07-07,Not specified,19,XC267740.mp3,Not specified,Common Tern,Not specified,XC267740 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Cape Lookout, Carteret County, North Carolina",34.6016,48000 (Hz),flight call,0 m,hovering over my head along beach near nesting area,128000 (bps),mp3,Not specified,,267740,https://www.xeno-canto.org/267740,United States,Paul Marvin,Sterna hirundo_Common Tern,-76.531,Not specified,10:57,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,,comter,2 (stereo),2008-05-11,level,66,XC27032.mp3,decelerating,Common Tern,7-20,XC27032 Common Tern (Sterna hirundo),[],,Sterna hirundo," Enebågsudden, Brevik, Västergötland",58.4439,44100 (Hz),Call,? m,,128000 (bps),mp3,level,,27032,https://www.xeno-canto.org/27032,Sweden,Patrik Åberg,Sterna hirundo_Common Tern,14.4687,3-6(s),?,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,,comter,2 (stereo),2007-07-24,level,69,XC27956.mp3,decelerating,Common Tern,7-20,XC27956 Common Tern (Sterna hirundo),[],,Sterna hirundo," Kråks skjutfält, Karlsborg, Västergötland ",58.4834,44100 (Hz),call,? m,Calls from adult and juvenile,128000 (bps),mp3,level,,27956,https://www.xeno-canto.org/27956,Sweden,Patrik Åberg,Sterna hirundo_Common Tern,14.5014,3-6(s),?,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0
5.0,no,comter,2 (stereo),2015-09-20,level,13,XC292392.mp3,level,Common Tern,4-6,XC292392 Common Tern (Sterna hirundo),[],yes,Sterna hirundo, Vorarlberger Rheindelta,47.501,44100 (Hz),"call, juvenile",400 m,breeding population,128000 (bps),mp3,level,,292392,https://www.xeno-canto.org/292392,Austria,Matthias Hemprich,Sterna hirundo_Common Tern,9.668,0-3(s),15:30,Matthias Hemprich,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,,comter,2 (stereo),2015-08-02,Not specified,2,XC292678.mp3,Not specified,Common Tern,Not specified,XC292678 Common Tern (Sterna hirundo),[],,Sterna hirundo," Quill Lakes, Road 640, SK",51.9273,44100 (Hz),call,500 m,"Recorded with Sennheiser ME66 /K6 and Olympus LS-14.

Modifications: Removed Frequency Band 0-1100.",128000 (bps),mp3,Not specified,,292678,https://www.xeno-canto.org/292678,Canada,Patrick Turgeon,Sterna hirundo_Common Tern,-104.2387,Not specified,14:23,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2016-05-12,Not specified,0,XC316063.mp3,Not specified,Common Tern,Not specified,XC316063 Common Tern (Sterna hirundo),['Acrocephalus arundinaceus_Great Reed Warbler'],yes,Sterna hirundo," Dahme-Spreewald (Wolziger See), Brandenburg",52.2678,44100 (Hz),call,30 m,,263103 (bps),mp3,Not specified,Great Reed Warbler (Acrocephalus arundinaceus),316063,https://www.xeno-canto.org/316063,Germany,Sonnenburg,Sterna hirundo_Common Tern,13.829,Not specified,07:25,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2013-05-04,Not specified,31,XC317525.mp3,Not specified,Common Tern,Not specified,XC317525 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," East India Dock Basin, London",51.509,48000 (Hz),call,0 m,,320000 (bps),mp3,Not specified,,317525,https://www.xeno-canto.org/317525,United Kingdom,David Darrell-Lambert,Sterna hirundo_Common Tern,0.004,Not specified,09:00,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,1 (mono),2016-05-20,Not specified,114,XC318247.mp3,Not specified,Common Tern,Not specified,XC318247 Common Tern (Sterna hirundo),"['Chroicocephalus ridibundus_Black-headed Gull', 'Cygnus olor_Mute Swan', 'Vanellus vanellus_Northern Lapwing']",yes,Sterna hirundo, Hallands Väderö ,56.4334,44100 (Hz),"alarm call, call",0 m,"At colony. Ticking, as heard most clearly after 105 seconds,  given by birds chasing each other.",128000 (bps),mp3,Not specified,Black-headed Gull (Chroicocephalus ridibundus); Mute Swan (Cygnus olor); Northern Lapwing (Vanellus vanellus),318247,https://www.xeno-canto.org/318247,Sweden,Niels Krabbe,Sterna hirundo_Common Tern,12.5667,Not specified,15:05,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2016-05-27,Not specified,32,XC319303.mp3,Not specified,Common Tern,Not specified,XC319303 Common Tern (Sterna hirundo),"['Columba palumbus_Common Wood-Pigeon', 'Phylloscopus trochilus_Willow Warbler', 'Numenius arquata_Eurasian Curlew', 'Chroicocephalus ridibundus_Black-headed Gull']",yes,Sterna hirundo," Siikalahti, Parikkala, South Karelia",61.5644,44100 (Hz),"call, flight call, song",70 m,Pair at the nest,128000 (bps),mp3,Not specified,Common Wood Pigeon (Columba palumbus); Willow Warbler (Phylloscopus trochilus); Eurasian Curlew (Numenius arquata); Black-headed Gull (Chroicocephalus ridibundus),319303,https://www.xeno-canto.org/319303,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,29.5609,Not specified,21:20,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2016-06-18,Not specified,9,XC333792.mp3,Not specified,Common Tern,Not specified,XC333792 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",36.8149,44100 (Hz),call,? m,Reclamos esporádicos de un par de aves en una zona de pesca en una tabla de salina. Ésta está situada cerca de una estación de bombeo la cual al funcionar mueve pequeños animalillos a la superficie que las aves comen.,192000 (bps),mp3,Not specified,,333792,https://www.xeno-canto.org/333792,Spain,José Carlos Sires,Sterna hirundo_Common Tern,-6.3366,Not specified,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2016-06-18,Not specified,5,XC333797.mp3,Not specified,Common Tern,Not specified,XC333797 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",36.8149,44100 (Hz),call,? m,Reclamos esporádicos de un par de aves en una zona de pesca en una tabla de salina. Ésta está situada cerca de una estación de bombeo la cual al funcionar mueve pequeños animalillos a la superficie que las aves comen.,192000 (bps),mp3,Not specified,,333797,https://www.xeno-canto.org/333797,Spain,José Carlos Sires,Sterna hirundo_Common Tern,-6.3366,Not specified,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2016-08-07,Not specified,10,XC338258.mp3,Not specified,Common Tern,Not specified,XC338258 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",36.8149,44100 (Hz),call,? m,Grabación obtenida por audiotrampeo en un cristalizador de salinas.,128000 (bps),mp3,Not specified,,338258,https://www.xeno-canto.org/338258,Spain,José Carlos Sires,Sterna hirundo_Common Tern,-6.3366,Not specified,?,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2016-07-30,level,47,XC341662.mp3,level,Common Tern,1-3,XC341662 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Le Lenigo (near  Le Croisic), Loire-Atlantique, Pays de la Loire",47.299,48000 (Hz),call,0 m,"Recorded with Tascam DR05 and amplified parabole Wildtronics, mono model - Normalized with Audacity - 44 - LE CROISIC, port - Sea side, on rocks - 01/08/2016 8h17 AM",123548 (bps),mp3,level,,341662,https://www.xeno-canto.org/341662,France,Olivier SWIFT,Sterna hirundo_Common Tern,-2.5159,0-3(s),08:30,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2009-05-10,Not specified,6,XC343115.mp3,Not specified,Common Tern,Not specified,XC343115 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Kassinsaari, Putkilahti, Jyväskylä",61.8795,44100 (Hz),call,80 m,,128000 (bps),mp3,Not specified,,343115,https://www.xeno-canto.org/343115,Finland,Tero Linjama,Sterna hirundo_Common Tern,25.7146,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2008-07-01,Not specified,20,XC343117.mp3,Not specified,Common Tern,Not specified,XC343117 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Appuljärvi, Vehmaa, Vakka-Suomi",60.7432,48000 (Hz),call,30 m,,128000 (bps),mp3,Not specified,,343117,https://www.xeno-canto.org/343117,Finland,Tero Linjama,Sterna hirundo_Common Tern,21.7574,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2007-05-18,Not specified,11,XC343118.mp3,Not specified,Common Tern,Not specified,XC343118 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Kirkonkylä, Luhanka, Central Finland",61.7967,48000 (Hz),call,80 m,,128000 (bps),mp3,Not specified,,343118,https://www.xeno-canto.org/343118,Finland,Tero Linjama,Sterna hirundo_Common Tern,25.7145,Not specified,07:00,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2016-07-27,Not specified,40,XC343359.mp3,Not specified,Common Tern,Not specified,XC343359 Common Tern (Sterna hirundo),['Larus canus_Mew Gull'],yes,Sterna hirundo," Kråks skjutfält, Karlsborg, Västergötland",58.4834,44100 (Hz),call,100 m,,320000 (bps),mp3,Not specified,Mew Gull (Larus canus),343359,https://www.xeno-canto.org/343359,Sweden,Patrik Åberg,Sterna hirundo_Common Tern,14.5014,Not specified,14:26,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-04-22,Not specified,1,XC366754.mp3,Not specified,Common Tern,Not specified,XC366754 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Vic-la-Gardiole, Hérault, Occitanie",43.4692,44100 (Hz),"call, flight call, short call",0 m,,163377 (bps),mp3,Not specified,,366754,https://www.xeno-canto.org/366754,France,Stanislas Wroza,Sterna hirundo_Common Tern,3.8245,Not specified,08:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-04-22,Not specified,7,XC366756.mp3,Not specified,Common Tern,Not specified,XC366756 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Vic-la-Gardiole, Hérault, Occitanie",43.4692,44100 (Hz),"call, flight call",0 m,,149957 (bps),mp3,Not specified,,366756,https://www.xeno-canto.org/366756,France,Stanislas Wroza,Sterna hirundo_Common Tern,3.8245,Not specified,08:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-04-22,Not specified,153,XC366758.mp3,Not specified,Common Tern,Not specified,XC366758 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Vic-la-Gardiole, Hérault, Occitanie",43.4692,44100 (Hz),"call, flight call",0 m,,137041 (bps),mp3,Not specified,,366758,https://www.xeno-canto.org/366758,France,Stanislas Wroza,Sterna hirundo_Common Tern,3.8245,Not specified,08:00,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-06-11,Not specified,53,XC374905.mp3,Not specified,Common Tern,Not specified,XC374905 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Lansargues, Hérault, Occitanie",43.6146,44100 (Hz),"call, flight call",0 m,,320000 (bps),mp3,Not specified,,374905,https://www.xeno-canto.org/374905,France,Stanislas Wroza,Sterna hirundo_Common Tern,4.0929,Not specified,06:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-06-11,Not specified,53,XC374906.mp3,Not specified,Common Tern,Not specified,XC374906 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Lansargues, Hérault, Occitanie",43.6146,44100 (Hz),"call, flight call",0 m,,320000 (bps),mp3,Not specified,,374906,https://www.xeno-canto.org/374906,France,Stanislas Wroza,Sterna hirundo_Common Tern,4.0929,Not specified,06:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,1 (mono),2017-06-11,Not specified,3,XC374907.mp3,Not specified,Common Tern,Not specified,XC374907 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Lansargues, Hérault, Occitanie",43.6146,44100 (Hz),"call, flight call, short calls",0 m,,320000 (bps),mp3,Not specified,,374907,https://www.xeno-canto.org/374907,France,Stanislas Wroza,Sterna hirundo_Common Tern,4.0929,Not specified,06:30,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,,comter,2 (stereo),2017-06-13,Not specified,19,XC375846.mp3,Not specified,Common Tern,Not specified,XC375846 Common Tern (Sterna hirundo),['Larus canus_Mew Gull'],,Sterna hirundo," Enonkoski kirkonkylä, Southern Savonia",62.0895,44100 (Hz),flight call,80 m,,256000 (bps),mp3,Not specified,Mew Gull (Larus canus),375846,https://www.xeno-canto.org/375846,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,28.9241,Not specified,22:40,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
4.5,no,comter,2 (stereo),2017-06-15,Not specified,96,XC375949.mp3,Not specified,Common Tern,Not specified,XC375949 Common Tern (Sterna hirundo),"['Acrocephalus schoenobaenus_Sedge Warbler', 'Cuculus canorus_Common Cuckoo', 'Sylvia borin_Garden Warbler', 'Corvus cornix_Hooded Crow']",yes,Sterna hirundo," Siikalahti, Parikkala, South Karelia",61.5619,48000 (Hz),"call, flight call, song",70 m,,256000 (bps),mp3,Not specified,Sedge Warbler (Acrocephalus schoenobaenus); Common Cuckoo (Cuculus canorus); Garden Warbler (Sylvia borin); Hooded Crow (Corvus cornix),375949,https://www.xeno-canto.org/375949,Finland,Eetu Paljakka,Sterna hirundo_Common Tern,29.568,Not specified,06:16,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2017-07-07,Not specified,6,XC378769.mp3,Not specified,Common Tern,Not specified,XC378769 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Stora Tuvan, Umeå, Västerbottens län",63.7515,44100 (Hz),call,0 m,,247172 (bps),mp3,Not specified,,378769,https://www.xeno-canto.org/378769,Sweden,Lars Edenius,Sterna hirundo_Common Tern,20.3103,Not specified,07:00,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2017-05-20,Not specified,7,XC380420.mp3,Not specified,Common Tern,Not specified,XC380420 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Elst, Overbetuwe, Gelderland",51.9283,44100 (Hz),"call, flight call",10 m,,320000 (bps),mp3,Not specified,,380420,https://www.xeno-canto.org/380420,Netherlands,Joost van Bruggen,Sterna hirundo_Common Tern,5.8873,Not specified,20:28,Joost van Bruggen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
5.0,no,comter,2 (stereo),2017-07-24,Not specified,8,XC380874.mp3,Not specified,Common Tern,Not specified,XC380874 Common Tern (Sterna hirundo),[],yes,Sterna hirundo," Brandenburg (near  Friedland), Brandenburg",52.0462,44100 (Hz),call,40 m,,256804 (bps),mp3,Not specified,,380874,https://www.xeno-canto.org/380874,Germany,Sonnenburg,Sterna hirundo_Common Tern,14.2311,Not specified,07:28,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0
